city,day_period,weather_conditions,road_traffic_density,order_day_week,type_of_vehicle,delivery_location_longitude,delivery_location_latitude,festival
0,2,4,0,1,3,80.385628,26.552581,0
0,2,0,0,0,2,77.694293,13.013298,0
2,2,5,2,5,2,75.996699,22.881857,0
2,2,4,0,3,2,77.03295,11.090375,0
0,0,3,1,6,2,78.592111,17.523216,0
0,2,4,3,5,2,78.104095,27.220934,0
0,2,2,2,1,2,77.001736,11.056686,0
0,2,5,2,5,2,0.08,0.08,0
2,0,0,3,5,2,81.875585,25.497687,0
0,1,4,1,1,2,72.839976,19.13663,0
2,2,5,2,3,2,75.412405,19.965016,0
0,2,2,2,3,2,72.904715,19.248321,0
2,2,1,2,2,2,73.940327,18.646718,1
0,1,3,2,1,2,80.194568,13.046279,0
0,2,3,2,4,2,78.405467,17.485894,0
0,0,5,3,0,3,72.838666,21.209834,0
2,2,5,0,1,2,77.065667,11.092477,0
2,2,2,3,2,2,73.218921,22.370237,0
0,0,1,3,1,2,76.99295,11.050375,0
0,2,3,2,4,3,75.982471,22.835049,0
0,2,5,0,0,2,75.9834,22.83806,0
0,2,3,0,3,2,72.924715,19.268321,0
2,2,0,3,2,3,80.307221,13.104347,0
0,2,4,3,0,2,77.670625,13.009096,0
0,2,1,2,6,3,78.187044,27.293303,0
0,1,0,1,5,3,80.340939,26.502419,0
0,0,4,1,2,2,73.198921,22.350237,0
0,2,3,3,2,3,73.227788,22.367898,0
0,2,0,0,5,2,78.081608,27.230832,0
0,2,2,0,6,2,76.418053,10.137014,0
0,2,4,0,1,2,75.939615,31.000184,0
0,2,1,2,3,3,77.105525,11.133681,0
2,2,3,0,1,3,80.328114,13.096047,0
0,2,1,3,3,2,77.001736,11.056686,0
0,2,5,0,6,2,72.908059,21.28276,0
0,1,3,2,5,2,75.917429,22.773839,0
0,2,2,2,5,2,75.470775,20.006106,0
2,2,2,0,3,2,80.360744,13.115801,1
0,1,3,1,6,2,77.624293,12.943298,1
0,0,1,3,0,2,0.07,0.07,0
0,2,0,0,6,3,0.06,0.06,0
0,2,0,3,3,3,78.119117,30.398174,0
0,2,5,0,3,2,77.713685,13.048453,0
0,2,1,0,3,2,80.344151,13.138616,0
0,2,1,2,2,3,75.857282,26.971927,0
0,2,2,0,0,3,78.075053,27.225108,0
0,2,0,0,1,2,0.13,0.13,0
2,2,3,0,0,2,73.277788,22.417898,0
2,2,1,2,5,2,72.839122,21.220096,0
0,0,0,3,5,1,75.922841,30.995562,0
0,2,2,0,1,2,75.940512,26.989596,0
2,2,3,0,6,3,73.864855,18.61144,0
0,0,0,1,3,3,77.015525,11.043681,0
0,2,2,0,5,2,78.137044,27.243303,0
0,2,1,2,0,3,72.858726,21.247729,0
0,2,1,3,6,1,75.824257,26.932328,0
2,2,2,0,2,3,75.900753,26.99519,0
0,1,1,2,2,2,78.424423,17.448294,0
0,0,3,3,5,2,76.733067,12.446967,0
2,2,5,2,4,3,77.776664,13.055377,0
0,1,2,1,3,2,80.295235,13.046286,0
2,2,2,0,0,1,76.757961,12.453978,0
2,0,0,3,6,1,77.045393,11.055083,0
0,1,4,2,6,2,77.635428,12.953284,0
0,2,5,0,3,2,80.397797,26.562106,0
2,0,4,3,6,2,72.89765,19.073517,0
0,2,3,3,2,3,76.993303,11.024136,0
0,2,1,0,1,3,85.436967,23.463783,0
0,0,4,3,3,2,78.463391,17.510827,0
0,2,5,0,2,2,72.909976,19.20663,0
0,2,5,2,6,2,76.695169,12.327954,0
0,2,4,0,4,1,0.03,0.03,0
2,1,0,2,0,2,73.177753,22.318096,0
2,1,1,1,0,3,76.650583,12.343194,0
0,2,2,3,0,2,78.439347,17.510851,0
2,0,2,3,3,3,73.985101,18.623626,0
2,2,1,3,2,2,0.03,0.03,0
2,2,5,2,0,2,76.703622,12.364569,0
0,0,5,3,2,2,76.71262,12.369524,0
0,1,3,1,2,3,75.820512,26.869596,0
2,1,0,2,3,2,72.83765,19.013517,0
0,2,5,2,2,2,72.821477,21.210522,0
0,0,1,3,6,2,76.014212,22.858163,0
0,0,1,3,4,2,73.240283,22.38279,0
2,2,5,3,3,1,77.720489,13.06041,0
0,1,2,1,0,3,0.02,0.02,0
0,2,4,3,1,2,72.843074,19.16114,0
0,2,2,2,5,3,78.476744,17.523809,0
0,2,3,0,4,1,78.534423,17.558294,0
0,2,5,0,1,3,75.967333,26.896536,0
0,1,1,1,4,2,75.343403,19.899631,0
0,1,0,2,6,2,80.295235,13.046286,0
2,2,2,0,1,3,72.887808,19.151458,0
0,2,1,2,6,2,0.03,0.03,0
2,1,1,2,2,3,75.810512,26.859596,0
2,1,4,2,4,3,77.635797,12.954179,0
0,2,1,0,3,2,73.880547,18.570016,0
0,2,0,0,6,3,80.328114,13.096047,0
0,2,5,2,2,2,72.900489,21.280798,0
0,0,2,3,6,2,73.955367,18.603935,0
0,2,5,0,2,2,75.982574,22.850072,0
0,0,5,3,6,3,72.869976,19.16663,0
0,0,5,3,6,1,75.947522,22.821226,0
2,1,3,1,0,1,72.854715,19.198321,0
0,2,2,0,4,2,72.828666,21.199834,0
0,1,2,2,4,2,75.810689,26.89842,0
0,1,0,2,4,2,76.675169,12.307954,0
2,0,0,3,2,2,78.560366,17.518998,0
0,2,5,2,6,3,85.4629,23.484422,0
0,0,5,1,0,3,80.30147,13.084694,0
0,2,1,2,3,3,77.74413,13.065662,0
0,0,0,1,2,2,85.356842,23.456792,0
0,2,4,2,3,3,73.940547,18.630016,0
0,0,5,3,2,1,75.976959,22.812634,0
0,1,5,2,1,2,75.913106,22.765536,0
0,2,3,0,4,2,0.03,0.03,0
0,2,4,2,0,3,77.666014,13.042161,1
0,2,4,0,5,2,76.693622,12.354569,0
0,2,0,0,4,3,72.874342,21.245104,0
0,2,0,2,6,2,77.69413,13.015662,0
0,0,4,1,6,2,72.829292,21.21106,0
0,1,4,2,2,2,0.01,0.01,0
2,2,0,0,3,3,78.429347,17.500851,0
0,0,3,3,0,2,88.414453,22.576461,0
0,2,4,3,0,2,85.397872,23.441292,0
0,1,3,2,1,1,73.840547,18.530016,0
0,0,5,3,2,2,77.600997,13.059198,0
0,2,1,0,6,3,85.376842,23.476792,0
0,2,3,0,5,2,73.940547,18.630016,0
0,1,3,1,2,3,85.336842,23.436792,0
0,2,3,3,4,3,74.014337,18.656258,0
0,2,0,2,0,2,80.385235,13.136286,0
2,2,5,2,5,2,75.853604,26.981411,0
0,0,5,3,1,2,88.442885,22.642672,1
0,2,2,3,2,2,76.68665,12.432058,0
0,2,5,0,0,3,77.108349,11.132298,0
0,2,2,0,1,2,77.044311,11.068638,0
0,2,0,0,5,2,72.822629,21.199669,0
0,2,4,0,0,2,77.626014,13.002161,0
0,2,5,3,0,3,80.332268,13.139645,0
2,2,1,3,0,2,0.06,0.06,0
2,2,3,2,4,2,78.508213,17.520448,0
0,2,2,2,5,2,78.147151,30.442202,0
0,0,3,1,4,3,72.876721,19.216269,0
0,2,2,0,0,2,85.384253,23.411489,0
0,0,2,3,4,3,0.04,0.04,0
0,2,1,2,3,2,0.11,0.11,0
0,2,3,2,1,2,73.888972,18.590963,0
0,2,5,2,3,2,75.897333,26.826536,0
0,0,0,3,4,2,75.926959,22.762634,0
0,2,2,3,5,2,77.670489,13.01041,0
0,2,4,2,3,2,73.277788,22.417898,1
2,2,4,3,4,2,0.07,0.07,0
0,0,0,3,6,2,72.937808,19.201458,0
0,2,5,3,1,2,75.463942,19.984733,0
2,2,5,0,5,3,80.34311,13.155479,0
0,2,1,0,0,2,75.866649,27.046431,0
0,2,3,2,6,3,76.438053,10.157014,0
0,2,3,2,0,3,77.114311,11.138638,0
2,0,3,3,4,2,80.332439,13.112394,0
2,2,4,0,0,3,72.942658,19.175838,0
0,2,0,0,1,2,75.932847,22.78004,0
0,2,4,0,1,2,0.13,0.13,0
0,2,5,2,0,2,72.831953,21.203493,0
2,1,2,2,0,2,77.580997,13.039198,0
2,1,5,2,1,2,80.184568,13.036279,0
0,0,3,1,2,2,80.259104,13.131809,0
2,2,2,0,1,3,0.13,0.13,0
0,0,0,1,1,2,73.207753,22.348096,0
0,1,0,2,2,3,72.834492,21.203434,0
0,0,5,3,0,2,0.04,0.04,0
0,2,2,0,6,2,73.989315,18.623811,0
0,2,5,2,1,3,85.404253,23.431489,0
0,2,0,0,2,3,77.025525,11.053681,0
2,2,5,2,3,3,72.902629,21.279669,0
2,2,5,3,3,2,77.766664,13.045377,1
0,0,1,3,5,2,73.274798,22.421358,0
2,2,2,3,0,1,80.288114,13.056047,0
0,2,0,0,5,2,72.905503,21.285975,0
2,0,2,1,4,1,73.865364,15.536162,0
0,1,3,2,0,2,75.77282,26.933726,0
0,2,5,0,6,2,88.503187,22.639367,0
2,2,5,0,1,2,72.920489,21.300798,0
0,1,0,2,6,2,75.9034,22.75806,0
0,1,5,2,0,2,75.823112,30.905817,0
0,2,2,0,2,2,85.385146,23.417804,0
0,2,3,2,4,3,77.03295,11.090375,0
0,2,1,2,5,3,78.200453,30.496322,0
0,2,3,3,1,2,76.656167,12.353994,0
0,2,0,2,3,2,72.977385,19.190083,0
0,2,5,2,3,2,73.995367,18.643935,0
2,2,5,0,1,2,77.706791,13.016229,0
0,2,4,0,0,2,77.704293,13.023298,0
2,2,1,2,1,3,76.656792,12.377978,0
0,2,0,0,5,3,78.091544,27.241661,0
0,1,3,1,5,3,76.627889,12.347928,0
2,1,5,1,0,3,80.261865,13.076762,0
0,2,2,3,4,2,77.043303,11.074136,0
0,2,5,3,3,3,78.503391,17.550827,0
0,0,5,3,4,3,77.005525,11.033681,0
0,2,1,2,3,2,80.326442,13.154181,0
0,2,5,2,6,3,80.301865,13.116762,0
2,0,0,1,2,2,72.814209,21.200437,0
0,1,1,2,6,3,72.847808,19.111458,0
2,2,2,2,6,2,0.07,0.07,0
0,2,4,2,4,2,85.376842,23.476792,0
0,2,1,0,6,3,78.19889,30.492686,0
0,2,3,0,2,2,75.928497,22.755747,0
0,0,4,3,1,2,78.547225,17.520371,0
2,0,0,3,5,2,0.08,0.08,1
0,2,1,2,4,3,74.006619,18.65245,0
0,1,2,2,0,3,77.616014,12.992161,0
2,2,2,3,5,2,85.346842,23.446792,0
0,2,0,2,3,2,77.726791,13.036229,0
0,2,0,0,5,2,76.387361,10.049186,0
0,2,1,3,1,3,80.272268,13.079645,0
0,2,1,0,4,2,78.459645,17.541028,0
0,0,0,3,3,2,77.685428,13.003284,0
2,1,3,2,4,2,77.001876,11.020762,0
2,2,4,0,6,2,0.08,0.08,0
2,2,0,0,4,3,73.967902,18.609299,0
0,1,4,1,1,1,77.018349,11.042298,0
2,0,1,3,3,3,73.219083,22.360329,0
2,2,3,0,6,3,77.749386,12.999934,0
2,2,1,2,4,2,77.059594,11.082169,0
2,2,0,2,4,2,75.408888,19.925908,0
0,2,3,2,1,3,76.415397,10.076881,0
0,0,1,1,6,2,76.659103,12.366356,0
2,1,0,2,5,1,78.42035,17.451477,0
0,2,5,0,5,2,75.940689,27.02842,0
0,1,0,1,5,2,0.01,0.01,0
0,2,1,0,1,3,77.046494,11.073669,0
0,1,5,2,3,2,0.02,0.02,0
0,2,3,2,4,3,80.292439,13.072394,0
0,2,5,2,3,2,73.948429,18.62421,0
0,2,2,3,5,2,76.71665,12.462058,0
0,1,0,2,2,1,72.803616,21.196884,0
0,2,5,3,1,3,73.277788,22.417898,0
0,2,2,0,2,3,75.417127,19.925522,0
0,0,5,3,4,2,75.886896,26.972313,0
0,2,5,0,0,2,73.268921,22.420237,0
2,2,5,0,6,2,85.415347,23.449033,1
2,1,3,1,4,3,88.37231,22.572996,0
0,0,3,3,2,2,88.424878,22.598731,0
0,0,5,1,2,2,73.205012,22.351603,0
0,2,3,2,4,2,75.872103,30.945204,0
0,2,1,3,4,3,78.474423,17.498294,0
0,2,2,2,6,1,81.924279,25.540329,0
0,2,3,0,0,3,74.010626,18.656947,0
0,2,3,2,2,3,75.886649,27.066431,0
0,2,0,0,1,2,80.234568,13.086279,0
0,2,2,0,1,3,72.896191,19.2413,0
0,0,4,3,3,2,78.150221,30.430722,0
0,2,2,3,1,2,75.443942,19.964733,0
0,2,1,3,4,2,75.887282,27.001927,0
0,2,2,0,3,1,80.394151,13.188616,0
0,2,5,0,6,2,76.65665,12.402058,0
0,2,5,0,6,3,0.07,0.07,0
0,1,5,2,6,3,75.904167,22.747021,0
0,2,3,2,4,1,75.911991,22.681847,0
0,2,2,0,5,3,81.871889,25.48235,0
0,2,1,2,2,3,77.656791,12.966229,0
0,2,2,2,0,2,77.053303,11.084136,0
0,2,2,0,1,2,75.433942,19.954733,0
0,0,1,3,5,2,73.255012,22.401603,0
0,2,3,3,3,2,78.359645,17.441028,0
2,2,5,2,1,3,72.840489,21.220798,0
0,1,1,2,2,3,77.628179,12.992532,0
0,1,3,2,5,2,85.345347,23.379033,0
0,2,5,3,6,2,78.537495,17.556228,0
0,2,0,0,3,2,72.871953,21.243493,0
0,2,4,3,3,2,0.08,0.08,0
2,0,3,3,6,3,77.046494,11.073669,0
0,2,2,0,6,2,77.666014,13.042161,0
0,2,1,3,1,3,72.802629,21.179669,0
2,2,5,0,1,2,75.886896,26.972313,0
0,2,1,2,4,2,78.457554,17.534114,0
0,2,5,3,3,2,0.07,0.07,0
0,2,5,0,5,3,72.869122,21.250096,1
2,1,5,2,6,3,75.912574,22.780072,0
0,2,0,1,3,2,76.642278,12.335461,0
2,1,3,1,0,2,72.778778,21.167735,0
0,2,3,3,1,3,77.011876,11.030762,0
0,1,2,1,4,2,72.813616,21.206884,0
0,2,0,3,3,2,72.798726,21.187729,0
0,2,3,0,4,3,80.270672,13.136439,0
0,2,3,0,5,2,75.9123,26.956156,0
0,0,1,1,3,2,72.808726,21.197729,0
0,0,1,3,2,3,77.755999,13.069496,0
0,2,3,2,3,3,77.074311,11.098638,0
2,0,5,1,1,2,77.035667,11.062477,0
0,1,5,2,5,2,78.064095,27.180934,0
0,2,4,2,5,2,75.978497,22.805747,0
0,2,4,2,2,3,72.873074,19.19114,0
2,2,5,0,0,3,76.760028,12.453225,0
0,0,2,3,5,2,73.928429,18.60421,0
0,2,1,2,4,3,76.692278,12.385461,0
0,2,2,0,3,3,0.09,0.09,0
0,2,0,0,5,2,73.230283,22.37279,0
0,2,1,0,3,3,75.904592,27.015287,0
2,2,0,2,3,2,77.776664,13.055377,0
0,2,0,0,3,3,78.529578,17.502819,0
2,2,4,2,6,2,78.418855,17.50971,0
0,2,2,0,5,2,88.454453,22.616461,0
0,2,2,2,4,2,73.949315,18.583811,0
2,2,0,0,5,3,77.726791,13.036229,0
0,2,5,2,5,2,78.187044,27.293303,0
0,0,5,1,5,2,75.886059,22.715207,0
0,2,3,2,3,3,77.024652,11.106117,0
0,2,4,0,6,2,75.813013,26.940262,0
0,1,0,2,1,3,0.02,0.02,0
0,2,1,0,3,1,78.453391,17.500827,0
0,2,4,3,5,2,75.934167,22.777021,0
2,1,3,2,0,2,0.02,0.02,0
2,2,2,2,5,2,73.834723,18.629156,0
2,2,0,0,3,2,0.08,0.08,1
0,2,1,2,5,2,75.417127,19.925522,0
0,2,3,0,1,3,73.815901,18.623481,0
2,2,5,2,3,2,77.04544,11.073009,0
0,2,3,2,6,1,75.915704,27.024142,0
0,2,0,0,2,1,72.976749,19.233249,0
2,0,5,1,2,3,77.665999,12.979496,0
2,2,0,2,6,3,72.863984,19.085831,0
2,2,5,3,1,2,85.406842,23.506792,0
2,0,0,1,3,3,77.656155,12.974365,0
2,2,2,3,2,3,77.706791,13.016229,0
0,0,1,3,5,2,78.207079,30.499722,0
0,2,5,2,3,1,75.826649,27.006431,0
0,2,1,0,3,3,76.648203,12.364022,0
0,2,4,3,5,3,77.485361,23.264294,0
2,2,2,2,3,3,77.7884,13.024264,0
2,2,0,3,3,2,75.826649,27.006431,0
0,2,0,3,5,2,76.729103,12.436356,0
0,0,3,3,2,3,75.927648,22.765835,0
0,2,4,0,5,2,85.455447,23.489194,0
0,2,0,0,3,2,77.021736,11.076686,0
0,2,2,3,2,2,77.725797,13.044179,0
0,2,4,2,0,2,72.911953,21.283493,0
2,2,3,0,3,3,76.784878,12.441072,0
0,1,1,2,1,2,77.580997,13.039198,0
0,2,4,0,1,2,76.698203,12.414022,0
0,2,0,2,4,1,76.710028,12.403225,0
0,2,0,0,5,2,85.457872,23.501292,0
0,2,0,2,4,2,75.917333,26.846536,0
